nome,endereco,cidade,estado,latitude,longitude,imagem_url,fonte_url,detalhe_url,petisco_descricao,telefone,horario,maps_url
Conectados Bar,"Av. Francisco Sá, 280 | Prado, Belo Horizonte – MG",Belo Horizonte,MG,-19.9256238,-43.9594321,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112247/conectadosbar_couvefloracervejeira_bh_2026_rodneycosta_unibh-5113.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/6/,https://comidadibuteco.com.br/buteco/conectados-bar/,"Couve-flor á cervejeira Paleta cozida na cerveja preta, com calabresa e champignon, acompanhada de purê de couve-flor.",313568813031996381822,Terça-feira: 17h – 23h30 | Quarta-feira: 17h – 23h30 | Quinta-feira: 17h – 23h30 | Sexta-feira: 17h – 23h30 | Sábado: 15h – 23h30 | Domingo: 15h – 22h30,"https://www.google.com/maps/search/?api=1&query=Av. Francisco Sá, 280 | Prado, Belo Horizonte - MG"
COSMOS,"R. Vicente Risola, 1305 | Santa Inês, Belo Horizonte – MG",Belo Horizonte,MG,-19.8916887,-43.9083866,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112249/cosmos_firmamento_bh_2026_julianunes_unibh-3756.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/6/,https://comidadibuteco.com.br/buteco/cosmos/,"Firmamento Carne de porco, farofa de couve, tiras de bacon e molho de geleia de abacaxi com pimenta.",31991203515,Terça-feira: 17h – 23h | Quarta-feira: 17h – 23h | Quinta-feira: 17h – 23h | Sexta-feira: 17h – 23h | Sábado: 17h – 23h | Domingo: 11h – 16h,"https://www.google.com/maps/search/?api=1&query=R. Vicente Risola, 1305 | Santa Inês, Belo Horizonte - MG"
Deck Boi na Brasa,"R. Desembargador José Satyro, 302 | Manacás, Belo Horizonte – MG",Belo Horizonte,MG,,,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112350/deckboibabrasa_glugluabaiana_bh_2026_pauloti_unibh-4994.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/6/,https://comidadibuteco.com.br/buteco/deck-boi-na-brasa/,Glu Glu à Baiana Pescoço de peru à baiana.,31971830748,Terça-feira: 17h – 23h45 | Quarta-feira: 17h – 23h45 | Quinta-feira: 17h – 23h45 | Sexta-feira: 17h – 23h45 | Sábado: 17h – 23h45 | Domingo: 17h – 22h,"https://www.google.com/maps/search/?api=1&query=R. Desembargador José Satyro, 302 | Manacás, Belo Horizonte - MG"
Dona Dora,"R. Rio de Janeiro, 1205 | Centro, Belo Horizonte – MG",Belo Horizonte,MG,-19.914944,-43.9374987,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112352/donadora_giragosto_bh_2026_pauloti_unibh-4112.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/6/,https://comidadibuteco.com.br/buteco/dona-dora/,"Gira Gosto Bolinho crocante de espinafre, recheado de costelinha e queijo. Acompanha molho de alho e geleia de abacaxi picante.",31992278879,Segunda-feira: 17h – 23h | Terça-feira: 17h – 23h | Quarta-feira: 17h – 23h | Quinta-feira: 17h – 23h | Sexta-feira: 17h – 23h | Sábado: 17h – 23h,"https://www.google.com/maps/search/?api=1&query=R. Rio de Janeiro, 1205 | Centro, Belo Horizonte - MG"
Dona Ju Gastro Bar,"Rua dos Borges, 1520 | Jardim Vitória, Belo Horizonte – MG",Belo Horizonte,MG,-19.8517855,-43.8879409,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112354/donajugastrobar_coisadevo_isaquerodrigues_unibh-3289.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/6/,https://comidadibuteco.com.br/buteco/dona-ju-gastro-bar/,Coisa de Vó Pescoço de boi (acém) marinado. Acompanhado de couve-flor com molho branco especial e fios de alho-poró frito.,31992534428,Terça-feira: 17h – 23h | Quarta-feira: 17h – 23h | Quinta-feira: 17h – 23h | Sexta-feira: 17h – 23h | Sábado: 11h – 23h | Domingo: 11h – 22h,"https://www.google.com/maps/search/?api=1&query=Rua dos Borges, 1520 | Jardim Vitória, Belo Horizonte - MG"
Dona Suica,"Av. João Samaha, 390 | São João Batista (Venda Nova), Belo Horizonte – MG",Belo Horizonte,MG,-19.8204997,-43.9675696,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112356/donasuica_porodegalaecostelanapanela_bh_2026_rodneycosta_unibh-4460.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/6/,https://comidadibuteco.com.br/buteco/3157-revision-v1/,"Poró de Gala e Costela na Panela Costelinha suína de panela, servida com purê de batata ao alho-poró e queijo gratinado, acompanhada de barbecue mineiro.",31992939701,Terça-feira: 18h – 23h30 | Quarta-feira: 18h – 23h30 | Quinta-feira: 18h – 23h30 | Sexta-feira: 18h – 23h30 | Sábado: 12h – 23h30 | Domingo: 12h – 21h30,"https://www.google.com/maps/search/?api=1&query=Av. João Samaha, 390 | São João Batista (Venda Nova), Belo Horizonte - MG"
Empório Laís,"Rua Olavo Andrade, 195 | Cachoeirinha, Belo Horizonte – MG",Belo Horizonte,MG,-19.8900825,-43.9468716,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112357/emporiolais_sanhodesalsa_bh_206_pauloti_unibh-5026.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/6/,https://comidadibuteco.com.br/buteco/emporio-lais/,Sonho de Salsa Bombom salgado com o sabor e o frescor da salsa e molho de alho com beterraba.,31988029200,Terça-feira: 18h – 23h30 | Quarta-feira: 18h – 23h30 | Quinta-feira: 18h – 23h30 | Sexta-feira: 18h – 23h30 | Sábado: 18h – 23h30,"https://www.google.com/maps/search/?api=1&query=Rua Olavo Andrade, 195 | Belo Horizonte - MG"
Espetinho do Boi,"R. São Paulo da Cruz, 357 | Barreiro, Belo Horizonte – MG",Belo Horizonte,MG,-19.9810622,-44.0133834,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112459/espetinhodoboi_oraproboi_bh_2026_pauloti_unibh-4969.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/6/,https://comidadibuteco.com.br/buteco/espetinho-do-boi/,"Ora pro Boi Coxão mole, purê de batata e ora-pro-nóbis.",31997725503,Terça-feira: 17h – 23h | Quarta-feira: 17h – 23h | Quinta-feira: 17h – 23h | Sexta-feira: 17h – 23h | Sábado: 14h – 22h,"https://www.google.com/maps/search/?api=1&query=R. São Paulo da Cruz, 357 | Barreiro, Belo Horizonte - MG"
Espetinho do Tilias,"Praça Manoel Batista Baía, 235 | Mantiqueira, Belo Horizonte – MG",Belo Horizonte,MG,-19.8000554,-43.9839421,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112501/espetinhodotilias_vacaloucanahorta_bh_2026_rodneycosta_unibh-3561.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/6/,https://comidadibuteco.com.br/buteco/espetinho-do-tilias/,"Vaca Louca Na Horta Acém com osso, servido com purê de couve-flor, regado com aromático pesto de alho-poró e finalizado com couve crispy. Acompanha torradas de alho-poró.",3132840063,Terça-feira: 17h – 23h30 | Quarta-feira: 17h – 23h30 | Quinta-feira: 17h – 23h30 | Sexta-feira: 17h – 0h | Sábado: 12h – 0h | Domingo: 12h – 23h30,"https://www.google.com/maps/search/?api=1&query=Praça Manoel Batista Baía, 235 | Belo Horizonte - MG"
Espetinho Rei e Família,"Av. Guarapari, 1281 | Santa Amélia, Belo Horizonte – MG",Belo Horizonte,MG,-19.8400936,-43.9776251,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112503/espetinhoreiefamilia_musconobes_bh_2026_rodneycosta_unibh-4218.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/6/,https://comidadibuteco.com.br/buteco/espetinho-rei-e-familia/,"Musconóbis Músculo, acompanhado de polenta e ora-pro-nóbis.",3135672474,Terça-feira: 17h – 23h | Quarta-feira: 17h – 23h | Quinta-feira: 17h – 23h | Sexta-feira: 17h – 23h | Sábado: 11h – 23h | Domingo: 11h – 17h,"https://www.google.com/maps/search/?api=1&query=Av. Guarapari, 1281 | Belo Horizonte - MG"
Espetinho São Pedro QUIÓ,"Rua Cristina, 870 | São Pedro, Belo Horizonte – MG",Belo Horizonte,MG,-19.9481585,-43.9313917,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112504/espetinhosaopedroquio_vulcaonooasisquio_bh_2026_rodneycosta_unibh-4430.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/6/,https://comidadibuteco.com.br/buteco/espetinho-sao-pedro-quio/,"Vulcão oásis Quió Disco de carne recheada com creme de rúcula, guarnecido de polenta mole, molho da casa, mostarda crocante.",,Terça a sexta de 17:00 às 23:00 e sábado de 15:00 às 21:00,"https://www.google.com/maps/search/?api=1&query=Rua Cristina, 870 | Belo Horizonte - MG"
Espettinho.com,"R. Eli Seabra Filho, 510 | Buritis, Belo Horizonte – MG",Belo Horizonte,MG,-19.9755467,-43.9723465,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112506/espettinho.com_moeladatia_bh_2026_rodneycosta_unibh-4452.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/7/,https://comidadibuteco.com.br/buteco/espetinho-com/,"""Moela da Tia"" Moela ao molho de tomate caseiro e alho-poró. Temperada com bacon e páprica defumada. Acompanhada de minipães franceses e cheiro-verde.",3499915700031999152800,Terça-feira: 11h – 23h30 | Quarta-feira: 11h – 23h30 | Quinta-feira: 11h – 23h30 | Sexta-feira: 11h – 23h30 | Sábado: 11h – 23h30 | Domingo: 11h – 21h30,"https://www.google.com/maps/search/?api=1&query=R. Eli Seabra Filho, 510 | Buritis, Belo Horizonte - MG"
Galpão Flor do Campo,"Rua Coronel Otávio Diniz, 449 | Santa Efigênia, Belo Horizonte – MG",Belo Horizonte,MG,-19.916345,-43.9073823,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112608/galpaoflordocampo_espinafrouatrouxinha_bh_2026_rodneycosta_unibh-3862.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/7/,https://comidadibuteco.com.br/buteco/galpao-flor-do-campo/,"Espinafrou a Trouxinha Trouxinha de lombo recheada com espinafre, ricota e abacaxi, acompanhada de bolinho de espinafre com ricota e molho da redução do caldo da carne (demi-glace).",31991159252,Quarta-feira: 18h – 0h | Quinta-feira: 18h – 0h | Sexta-feira: 18h – 0h | Sábado: 18h – 0h | Domingo: 12h – 18h,"https://www.google.com/maps/search/?api=1&query=Rua Coronel Otávio Diniz, 449 | Belo Horizonte - MG"
Garagge Vintage,"Av. Doutor Cristiano Guimarães, 1258 | Planalto, Belo Horizonte – MG",Belo Horizonte,MG,-19.8315762,-43.9547337,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112610/garaggevintage_seriodobar_bh_2026_kaiqueamorim_unibh-3686.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/7/,https://comidadibuteco.com.br/buteco/garagge-vintage/,"Sereia do Bar Tiras de tilápia empanadas com gergelim, purê de batata com espinafre, cebola ao suco de morango e molho especial.",31999778888,Segunda-feira: 17h – 23h | Terça-feira: 17h – 23h | Quarta-feira: 17h – 23h | Quinta-feira: 17h – 23h | Sexta-feira: 17h – 0h | Sábado: 11h – 0h | Domingo: 11h – 22h,"https://www.google.com/maps/search/?api=1&query=Av. Doutor Cristiano Guimarães, 1258 | Planalto, Belo Horizonte - MG"
Geraldin da Cida,"Rua Contria, 1459 | Grajaú, Belo Horizonte – MG",Belo Horizonte,MG,-19.936342,-43.968268,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/02/12060043/cdb26_kv.png,https://comidadibuteco.com.br/butecos/belo-horizonte/page/7/,https://comidadibuteco.com.br/buteco/geraldin-da-cida/,"Costelinha do Papai Costelinha suada, farofa de milho com bacon acompanhado de almeirão refogado.",31998322265,"Terça, das 16h às 23h | Quarta, das 16h às 23h | Quinta, das 16h às 23h | Sexta, das 16h às 23h | Sábado, das 11h às 20h | Domingo, das 11h às 19h |","https://www.google.com/maps/search/?api=1&query=Rua Contria, 1459 | Grajaú, Belo Horizonte - MG"
Golden Grill,"R. Amílcar Cabral, 515 | Milionários, Belo Horizonte – MG",Belo Horizonte,MG,-19.9846453,-44.0031641,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112612/goldengrill_coxasuprimeaoalhoporo_bh_2026_rodneycosta_unibh-4571.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/7/,https://comidadibuteco.com.br/buteco/golden-grill/,"Coxa Supreme ao Alho-Poró Coxa de frango recheada com cream cheese e alho-poró, servida com um molho especial da casa.",31999695281,Terça-feira: 18h – 23h30 | Quarta-feira: 18h – 23h30 | Quinta-feira: 18h – 23h30 | Sexta-feira: 18h – 23h30 | Sábado: 18h – 23h30 | Domingo: 18h – 23h30,"https://www.google.com/maps/search/?api=1&query=R. Amílcar Cabral, 515 | Milionários, Belo Horizonte - MG"
Graffica Bar,"Av. Augusto de Lima, 233 – Varanda | Centro, Belo Horizonte – MG",Belo Horizonte,MG,-19.9248113,-43.9375775,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112614/grafficabar_bolmcomnobris_bh_2026_pauloamorim_unibh-3381.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/7/,https://comidadibuteco.com.br/buteco/graffica-bar/,"Bolim com Nóbis Bolinho de mandioca com linguiça calabresa, com molho pesto de ora-pro-nóbis.",31971412929,Segunda-feira: 16h – 23h30 | Terça-feira: 16h – 23h30 | Quarta-feira: 16h – 23h30 | Quinta-feira: 16h – 23h30 | Sexta-feira: 16h – 23h30 | Sábado: 12h – 23h30,"https://www.google.com/maps/search/?api=1&query=Av. Augusto de Lima, 233| Belo Horizonte - MG"
Iracema bar,"R. Almandina, 56 | Santa Teresa, Belo Horizonte – MG",Belo Horizonte,MG,,,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112615/iracema_moelaaomolhocompeixinhodahortapronadar_bh_2026_pauloti_unibh-4030.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/7/,https://comidadibuteco.com.br/buteco/iracema-bar/,Moela ao molho com peixinho da horta pra nadar! Moelinha ao molho acompanhada de crocantes folhas de peixinho da horta empanadas e fritas.,31982707732,Quarta-feira: 18h – 0h | Quinta-feira: 18h – 0h | Sexta-feira: 18h – 0h | Sábado: 12h – 0h | Domingo: 12h – 19h,"https://www.google.com/maps/search/?api=1&query=R. Almandina, 56 | Santa Teresa, Belo Horizonte - MG"
Ivo Grill,"Rua Professor Tristão da Cunha, 183 | Planalto, Belo Horizonte – MG",Belo Horizonte,MG,-19.838757,-43.9464948,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112717/ivogrill_ivoqueioporco_bh_2026_joaovictor_unibh-3950.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/7/,https://comidadibuteco.com.br/buteco/ivo-grill/,IVOquei o Porco Bolinho de linguiça recheado com couve e queijo. Acompanha molho da casa.,3130470171,Terça-feira: 11h – 23h | Quarta-feira: 11h – 23h | Quinta-feira: 11h – 23h | Sexta-feira: 11h – 23h | Sábado: 11h – 23h | Domingo: 11h – 18h,"https://www.google.com/maps/search/?api=1&query=Rua Professor Tristão da Cunha, 183 | Planalto, Belo Horizonte - MG"
Já Tô Inno,"R. Benjamim Dias, 379 | Barreiro, Belo Horizonte – MG",Belo Horizonte,MG,,,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112719/jatoindo_tremdeminas_bh_2026_pauloti_unibh-5234.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/7/,https://comidadibuteco.com.br/buteco/3165-revision-v1/,"Trem de Minas Hot de copa lombo recheado com agrião, pancetta. Acompanhado de molho especial.",3133841198,Segunda-feira: 17h30 – 23h30 | Terça-feira: 17h30 – 23h30 | Quarta-feira: 17h30 – 23h30 | Quinta-feira: 17h30 – 23h30 | Sexta-feira: 17h30 – 23h30 | Sábado: 12h – 23h,"https://www.google.com/maps/search/?api=1&query=R. Benjamim Dias, 379 | Barreiro, Belo Horizonte - MG"
Juzé Bar,"R. Carlos Sá, 180| Jardim Atlântico, Belo Horizonte – MG",Belo Horizonte,MG,-19.8414871,-43.9890445,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112721/juzebar_charutofumacaefarofa_bh_2026_pauloti_unibh-3959.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/7/,https://comidadibuteco.com.br/buteco/juze-bar/,"Charuto, Fumaça e Farofa Charuto de repolho com carne moída no molho de tomate caseiro, manjericão e farofa de banana-da-terra.",31989025128,Terça-feira: 17h – 23h | Quarta-feira: 17h – 23h | Quinta-feira: 17h – 23h | Sexta-feira: 17h – 23h | Sábado: 12h – 23h | Domingo: 12h – 20h,"https://www.google.com/maps/search/?api=1&query=R. Carlos Sá, 180| Jardim Atlântico, Belo Horizonte - MG"
Köbes Emporium Bar,"R. Professor Raimundo Nonato, 31 – A | Santa Tereza, Belo Horizonte – MG",Belo Horizonte,MG,-19.9104906,-43.9160165,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112724/kobesemporiumbar_prosaverdeeroxa_bh_2026_rodneycosta_unibh-4146.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/7/,https://comidadibuteco.com.br/buteco/kobes-emporium-bar/,Prosa Verde e Roxa Almôndega aberta na chapa com repolho ao vinho e molho de alface.,3134676661,Terça-feira: 18h – 23h | Quarta-feira: 18h – 23h | Quinta-feira: 18h – 23h | Sexta-feira: 18h – 23h | Sábado: 12h – 23h | Domingo: 12h – 17h,"https://www.google.com/maps/search/?api=1&query=R. Professor Raimundo Nonato, 31 - A | Santa Tereza, Belo Horizonte - MG"
Koqueiros Bar,"Av. Silviano Brandão, 1293 | Sagrada Família, Belo Horizonte – MG",Belo Horizonte,MG,-19.9075227,-43.9293974,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112722/koqueirosbar_kostelinhatropical_bh_2026_juliacristine_unibh-3514.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/7/,https://comidadibuteco.com.br/buteco/3169-revision-v1/,"Kostelinha Tropical Costelinha suína, acompanhada de repolho-roxo refogado na manteiga com amendoim torrado e farofa de banana com alho-poró.",3125107025,Terça-feira: 18h – 23h | Quarta-feira: 18h – 23h | Quinta-feira: 18h – 23h | Sexta-feira: 18h – 23h30 | Sábado: 14h – 23h30 | Domingo: 14h – 18h,"https://www.google.com/maps/search/?api=1&query=Av. Silviano Brandão, 1293 | Sagrada Família, Belo Horizonte - MG"
Leo da Quadra,"R. Oliveira Lisboa, 107 | Barreiro, Belo Horizonte – MG",Belo Horizonte,MG,-19.9761639,-44.0131047,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112825/leodaquadra_dijuei_bh_2026_pauloti_unibh-4097.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/8/,https://comidadibuteco.com.br/buteco/leo-da-quadra/,"Di Juei Joelho de porco em postas, mergulhado na canjiquinha com bacon e taioba na manteiga.",31996739688,Terça-feira: 18h – 23h30 | Quarta-feira: 18h – 23h30 | Quinta-feira: 18h – 23h30 | Sexta-feira: 18h – 23h30 | Sábado: 12h – 23h | Domingo: 12h – 17h,"https://www.google.com/maps/search/?api=1&query=R. Oliveira Lisboa, 107 | Barreiro, Belo Horizonte - MG"
Locomotivas Bar,"R. Carmésia, 568 | Santa Inês, Belo Horizonte – MG",Belo Horizonte,MG,-19.8902344,-43.9078323,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112827/locomotivasbar_porkimpopeye_bh_2026_rodneycosta_unibh-4302.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/8/,https://comidadibuteco.com.br/buteco/locomotivas-bar/,"Porkin do Popeye Croquete de barriga suína, recheada com mix de espinafre e provolone. Acompanha: chimichurri de lemon pepper.",31991773039,Terça-feira: 17h – 23h | Quarta-feira: 17h – 23h | Quinta-feira: 17h – 23h | Sexta-feira: 17h – 23h | Sábado: 14h – 22h | Domingo: 12h – 19h,"https://www.google.com/maps/search/?api=1&query=R. Carmésia, 568 | Santa Inês, Belo Horizonte - MG"
Magnífico Quintal,"R. Doutor Jefferson de Oliveira, 56 | Santa Amélia, Belo Horizonte – MG",Belo Horizonte,MG,-19.8421348,-43.9759104,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112829/magnificoquintal_costelanasombradacouve_bh_2026_rodneycosta_unibh-4286.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/8/,https://comidadibuteco.com.br/buteco/magnifico-quintal/,"Costela na sombra da couve Costela assada ao barbecue de goiabada, farofa de couve com bacon finalizada no crispy de couve e aligot de batata.",31999882311,Segunda-feira: 17h – 23h30 | Terça-feira: 17h – 23h30 | Quarta-feira: 17h – 23h30 | Quinta-feira: 17h – 23h30 | Sexta-feira: 17h – 1h30 | Sábado: 16h – 1h30 | Domingo: 15h – 22h,"https://www.google.com/maps/search/?api=1&query=R. Doutor Jefferson de Oliveira, 56 | Santa Amélia, Belo Horizonte - MG"
Magrelo's bar,"Av. Serrana, 635 | Serrano, Belo Horizonte – MG",Belo Horizonte,MG,-19.8808275,-44.0115442,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112830/magrelosbar_avacanovinho_bh_2026_isaquerodrigues_unibh-3716.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/8/,https://comidadibuteco.com.br/buteco/magrelos-bar/,A Vaca no Vinho Costela ao vinho com bamba de couve.,319983889983134750113,Terça-feira: 17h – 23h | Quarta-feira: 17h – 23h | Quinta-feira: 17h – 23h | Sexta-feira: 17h – 0h | Sábado: 17h – 0h | Domingo: 15h – 21h,"https://www.google.com/maps/search/?api=1&query=Av. Serrana, 635 | Belo Horizonte - MG"
Mamute Bar,"R. Brás Cubas, 116 | Cruzeiro, Belo Horizonte – MG",Belo Horizonte,MG,-19.9443858,-43.9282398,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112832/mamute_provaprocevecriatura_bh_2026_rodneycosta_unibh-3876.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/8/,https://comidadibuteco.com.br/buteco/mamute-gastrobar/,"Prova procê vê, criatura Canudo de pastel, recheado de rabada e requeijão de raspa com maionese de agrião.",31984033247,Terça-feira: 17h – 22h | Quarta-feira: 17h – 22h | Quinta-feira: 17h – 22h | Sexta-feira: 17h – 22h | Sábado: 12h – 22h | Domingo: 12h – 18h,"https://www.google.com/maps/search/?api=1&query=R. Brás Cubas, 116 | Cruzeiro, Belo Horizonte - MG"
Mineiros Beer,"R. Romualdo Lopes Cançado, 399 | Castelo, Belo Horizonte – MG",Belo Horizonte,MG,-19.8922011,-43.9963744,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112935/mineirobeer_talentomineiro_bh_2026_julianunes_unibh-3702.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/8/,https://comidadibuteco.com.br/buteco/mineiros-beer/,"Talento Mineiro Angu, carne de porco braseada e couve refogada no azeite e alho.",3121273503,Segunda-feira: 11h – 15h | Terça-feira: 11h – 15h e 18h – 23h | Quarta-feira: 11h – 15h e 18h – 23h | Quinta-feira: 11h – 15h e 18h – 23h | Sexta-feira: 11h – 15h e 18h – 23h | Sábado: 11h – 16h e 18h – 23h | Domingo: 11h – 16h,"https://www.google.com/maps/search/?api=1&query=R. Romualdo Lopes Cançado, 399 | Castelo, Belo Horizonte - MG"
Mulão,"R. Marambaia, 291 | Caiçara, Belo Horizonte – MG",Belo Horizonte,MG,-19.9090992,-43.9683517,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112937/mulao_botoxmineiro_bh_2026_rodneycosta_unibh-4240.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/8/,https://comidadibuteco.com.br/buteco/3177-revision-v1/,Botox Mineiro Pé de galinha ensopado com angu de moinho de pedra e farofa de banana-da-terra e almeirão.,3134126505,Segunda-feira: 17h – 0h | Terça-feira: 17h – 0h | Quarta-feira: 17h – 0h | Quinta-feira: 17h – 0h | Sexta-feira: 17h – 0h | Sábado: 11h – 0h,"https://www.google.com/maps/search/?api=1&query=R. Marambaia, 291 | Caiçara, Belo Horizonte - MG"
Nosso Spetim,"Rua dos Astecas, 3219 | Santa Mônica, Belo Horizonte – MG",Belo Horizonte,MG,-19.8317919,-43.9768669,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112938/nossospetim_minasnoprato_bh_2026_pauloti_unibh-4755.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/8/,https://comidadibuteco.com.br/buteco/nosso-spetim/,"Minas no Prato Angu cremoso servido com suã ao molho com bacon e linguiça calabresa, alho-poró e queijo, acompanhado de mostarda refogada e espetinho de torresmo de barriga crocante.",31987079188,Segunda-feira: 18h – 0h | Terça-feira: 18h – 0h | Quarta-feira: 18h – 0h | Quinta-feira: 18h – 0h | Sexta-feira: 18h – 0h | Sábado: 18h – 0h,"https://www.google.com/maps/search/?api=1&query=Rua dos Astecas, 3219 | Santa Mônica, Belo Horizonte - MG"
NUBAR,"Avenida dos Engenheiros, 843 | Alípio de Melo, Belo Horizonte – MG",Belo Horizonte,MG,-19.8909945,-43.9999259,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112940/nubar_trembaodepanela_bh_2026_rodneycosta_unibh-4398.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/8/,https://comidadibuteco.com.br/buteco/nubar/,"Trem bão de panela Maçã de peito cozida com batata, cebola e linguiça calabresa, acompanhada de torradas e conserva de acelga.",31991979908,Segunda-feira: 16h – 23h | Quarta-feira: 16h – 23h | Quinta-feira: 16h – 23h | Sexta-feira: 16h – 0h | Sábado: 16h – 0h | Domingo: 12h – 18h,"https://www.google.com/maps/search/?api=1&query=Avenida dos Engenheiros, 843 | Belo Horizonte - MG"
O Fino do Alho,"R. Capitão Sérgio Pires, 41 | Minascaixa, Belo Horizonte – MG",Belo Horizonte,MG,-19.8066128,-43.9563356,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09112941/ofinodoalho_ossobucodisua_bh_2026_isaquerodrigues_unibh-3603.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/8/,https://comidadibuteco.com.br/buteco/o-fino-do-alho/,Osôbuco di suá Ossobuco suíno com ora-pro-nóbis na polenta com queijo coalho e cebola mais alho no vinagrete.,31988275391,Segunda-feira: 17h30 – 0h | Terça-feira: 17h30 – 0h | Quarta-feira: 17h30 – 0h | Quinta-feira: 17h30 – 0h | Sexta-feira: 17h30 – 1h | Sábado: 17h30 – 1h | Domingo: 17h30 – 0h,"https://www.google.com/maps/search/?api=1&query=R. Capitão Sérgio Pires, 41 | Minascaixa, Belo Horizonte - MG"
